SEQ_ID	SYMBOL	GENE_NAME
XM_001073076	Ralgps2	similar to Ral-A exchange factor RalGPS2
XM_001073080	LOC690057	similar to modulator of apoptosis 1 (predicted)
XM_001073081	RGD1563652	similar to apical early endosomal glycoprotein
XM_001073083	LOC686245	similar to Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144) (Formin-binding protein 28) (FBP 28)
XM_001073084	RGD1562885	similar to Protein C6orf15 precursor (STG protein)
XM_001073085	Arhgef5	similar to rho guanine nucleotide exchange factor 5 isoform 1
XM_001073086	Atp6v1b1	similar to ATPase, H+ transporting, V1 subunit B, isoform 1
XM_001073088	LOC686247	similar to olfactory receptor Olr866
XM_001073090	LOC690059	similar to chromosome 9 open reading frame 36
XM_001073094	LOC690061	hypothetical protein
XM_001073096	LOC686250	similar to unconventional myosin Myr2 I heavy chain
XM_001073098	Rbbp6	similar to retinoblastoma binding protein 6 isoform 1 isoform 1
XM_001073099	LOC691729	similar to spermatogenesis associated 5-like 1 isoform 4
XM_001073101	RGD1304592	similar to CG6454-PB, isoform B
XM_001073102	Stno	similar to strawberry notch homolog isoform 1
XM_001073105	Sec24a	similar to SEC24 related gene family, member A
XM_001073106	RGD1565091	similar to hormonally upregulated Neu-associated kinase
XM_001073107	RGD1559546	similar to WD repeat domain 53
XM_001073108	LOC686251	hypothetical protein
XM_001073109	LOC690062	hypothetical protein
XM_001073112	Ss18	similar to SSXT protein (SYT protein) (Synovial sarcoma-associated Ss18-alpha)
XM_001073114	LOC686253	similar to Fc receptor-like protein 1
XM_001073115	LOC686254	similar to Psoriasis susceptibility 1 candidate gene 2 protein homolog precursor (SPR1 protein)
XM_001073119	RGD1563929	similar to OG2 homeobox
XM_001073124	Jag2	similar to Jagged-2 precursor (Jagged2)
XM_001073126	RGD1559695	similar to c11.1 CG12132-PA
XM_001073130	Kif3a	similar to Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A) isoform 1
XM_001073131	Dbt	similar to Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase) (E2) (Dihydrolipoamide branched chain transacylase) (BCKAD ...
XM_001073134	LOC500912	similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
XM_001073136	Ppp1r16a	similar to Protein phosphatase 1 regulatory subunit 16A (Myosin phosphatase targeting subunit 3)
XM_001073138	LOC690071	hypothetical protein
XM_001073139	RGD1311861	similar to F-box protein 45
XM_001073141	Cdkn3	similar to cyclin-dependent kinase inhibitor 3
XM_001073142	Tktl2	similar to transketolase-like 2
XM_001073145	RGD1564496	similar to Myocyte-specific enhancer factor 2B (Serum response factor-like protein 2) (XMEF2) (RSRFR2)
XM_001073146	LOC686257	similar to Thiamin pyrophosphokinase 1 (Thiamine pyrophosphokinase 1) (mTPK1)
XM_001073149	LOC686258	similar to matrilin 3b
XM_001073150	LOC690074	hypothetical protein
XM_001073151	RGD1306959	similar to chromosome 11 open reading frame 17
XM_001073152	Kif3a	similar to Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A) isoform 2
XM_001073153	LOC689869	similar to Taste receptor type 2 member 140 (T2R140) (T2R40) (T2R8) (T2R13) (mT2r64) (Taste receptor family B member 3) (mTRB3) (mTRB5)
XM_001073155	Cbll1	similar to Casitas B-lineage lymphoma-like 1
XM_001073156	LOC690075	hypothetical protein
XM_001073157	LOC686259	hypothetical protein
XM_001073158	LOC690076	similar to immune receptor expressed on myeloid cells 2
XM_001073159	Phf15	similar to PHD finger protein 15
XM_001073160	LOC686260	hypothetical protein
XM_001073161	LOC686261	similar to forkhead box K1 isoform alpha
XM_001073162	RGD1305222	similar to CG15027-PA
XM_001073166	LOC686262	similar to Fc receptor-like protein 5
XM_001073167	LOC686263	similar to RNA-binding region (RNP1, RRM) containing 3
XM_001073169	LOC686264	similar to Probable ATP-dependent RNA helicase DDX27 (DEAD box protein 27)
XM_001073171	RGD1564925	similar to solute carrier family 15, member 3
XM_001073174	LOC690080	hypothetical protein
XM_001073175	Brf1	similar to transcription initiation factor IIIB
XM_001073177	LOC686266	similar to alpha 3 type VI collagen isoform 1 precursor
XM_001073178	LOC690081	hypothetical protein
XM_001073180	LOC686267	similar to glutaredoxin 1 (thioltransferase)
XM_001073184	Kif3a	similar to Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A) isoform 3
XM_001073185	MGC124992	similar to CG18048-PA
XM_001073187	Nudt14	similar to nudix (nucleoside diphosphate linked moiety X)-type motif 14
XM_001073188	Hmha1	similar to minor histocompatibility antigen HA-1
XM_001073192	LOC686268	similar to SUMO/sentrin specific protease 5
XM_001073195	LOC686269	hypothetical protein
XM_001073196	RGD1310778	similar to 2610039C10Rik protein
XM_001073199	Rasal2	similar to RAS protein activator like 2 isoform 2
XM_001073200	LOC690086	hypothetical protein
XM_001073206	RGD1307930	similar to Polyadenylate-binding protein-interacting protein 2 (Poly(A)-binding protein-interacting protein 2) (PABP-interacting protein 2) (PAIP-2)
XM_001073211	RGD1305961	similar to zinc finger protein 395
XM_001073214	RGD1562139	similar to 60S ribosomal protein L29 (P23)
XM_001073215	RGD1564081	similar to Oligophrenin 1
XM_001073216	RGD1563585	similar to BolA-2 protein
XM_001073219	LOC686272	hypothetical protein
XM_001073223	Kif3a	similar to Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A) isoform 4
XM_001073224	RGD1308535	similar to Pygopus homolog 2 isoform 1
XM_001073225	Rcn1	similar to Reticulocalbin-1 precursor
XM_001073226	Hdac11	similar to histone deacetylase 11
XM_001073229	RGD1564007	similar to CG3304-PA, isoform A
XM_001073232	LOC686273	hypothetical protein
XM_001073233	Olr144	similar to olfactory receptor Olr144
XM_001073234	LOC686274	hypothetical protein
XM_001073237	RGD1304621	similar to Nucleolar preribosomal-associated protein 1
XM_001073238	Pigx	similar to GPI-mannosyltransferase subunit
XM_001073244	Plxdc2	similar to tumor endothelial marker 7-related precursor
XM_001073245	RGD1562997	similar to Transcription initiation factor TFIID 105 kDa subunit (TAFII-105) (TAFII105)
XM_001073247	LOC690097	similar to immunoreceptor Ly49si3
XM_001073248	LOC686277	similar to LIM-only protein 3 (Neuronal-specific transcription factor DAT1)
XM_001073253	LOC686280	similar to integrin alpha M
XM_001073254	Tmem9b	similar to R12C12.6
XM_001073259	LOC690101	hypothetical protein
XM_001073260	RGD1306565	similar to mitogen activated protein kinase kinase kinase 5
XM_001073261	RGD1307569	similar to Protein C21orf63 homolog precursor
XM_001073264	Mobkl1a	similar to Mps one binder kinase activator-like 1A (Mob1 homolog 1A)
XM_001073271	RGD1561877	similar to mitochondrial ribosomal protein L30
XM_001073272	LOC690103	hypothetical protein
XM_001073278	RGD1307220	similar to alpha 3 type VI collagen isoform 1 precursor
XM_001073281	LOC687295	similar to translocase of inner mitochondrial membrane 50 homolog isoform 1
XM_001073285	LOC686192	similar to leucine rich repeat containing 39 isoform 2
XM_001073288	LOC690108	similar to dynein, axonemal, heavy polypeptide 1
XM_001073289	RGD1310257	hypothetical protein
XM_001073290	Synj1	similar to Synaptojanin-1 (Synaptic inositol-1,4,5-trisphosphate 5-phosphatase 1)
XM_001073292	RGD1560686	similar to sidekick homolog 1
XM_001073293	RGD1563172	similar to dickkopf homolog 4
XM_001073298	RGD1308221	similar to Y45F10A.6b
XM_001073299	LOC690109	similar to 3-oxoacid CoA transferase 1
XM_001073300	LOC690110	hypothetical protein
XM_001073301	RGD1562620	similar to ets variant gene 3
XM_001073302	LOC686288	similar to olfactory receptor Olr1668
XM_001073303	Zfml	similar to Zinc finger protein 638 (Nuclear protein 220) (Zinc-finger matrin-like protein)
XM_001073304	RGD1560971	similar to Immunoglobulin-binding protein 1b (CD79a-binding protein 1b) (Alpha 4-b protein) (Alpha4-b)
XM_001073306	RGD1565452	similar to transmembrane protein 51
XM_001073308	RGD1565679	similar to 60S ribosomal protein L27a (L29)
XM_001073309	LOC690113	hypothetical protein
XM_001073313	Rimbp2	similar to RIM binding protein 2 (RIM-BP2) isoform 1
XM_001073314	Pbxip1	similar to pre-B-cell leukemia transcription factor interacting protein 1
XM_001073317	Fbln2	similar to Fibulin-2 precursor isoform 2
XM_001073318	LOC690114	hypothetical protein
XM_001073319	LOC690115	similar to Dynein heavy chain at 36C CG5526-PA
XM_001073320	LOC686289	similar to CG12935-PA
XM_001073321	RGD1564688	similar to glyceraldehyde-3-phosphate dehydrogenase
XM_001073323	LOC690116	similar to regulator of G-protein signalling like 2
XM_001073326	Socs4	similar to suppressor of cytokine signalling 4
XM_001073336	LOC686292	similar to HTLV-1 related endogenous sequence
XM_001073337	LOC686293	similar to Cysteine-rich protein 1 (Cysteine-rich intestinal protein) (CRIP)
XM_001073342	LOC686295	similar to CG17293-PA
XM_001073344	LOC690122	hypothetical protein
XM_001073346	LOC687295	similar to translocase of inner mitochondrial membrane 50 homolog isoform 2
XM_001073350	Wdr59	similar to fatty acid 2-hydroxylase
XM_001073351	LOC690190	hypothetical protein isoform 2
XM_001073353	Recql4	similar to RecQ protein-like 4
XM_001073355	LOC690124	similar to Protein C9orf82
XM_001073356	RGD1306484	similar to growth and transformation-dependent protein
XM_001073361	Grsf1	similar to G-rich sequence factor 1 (GRSF-1)
XM_001073363	Chst9	similar to carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9
XM_001073367	B4galt5	similar to Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (Beta-1,4-GalT II)...
XM_001073372	LOC686298	similar to protein phosphatase 2C eta isoform 2
XM_001073374	Plekhg2	similar to common-site lymphoma/leukemia guanine nucleotide exchange factor
XM_001073376	RGD1560307	similar to lethal giant larvae homolog 2 isoform 1
XM_001073378	LOC686984	similar to RAB36, member RAS oncogene family isoform 1
XM_001073380	Gpr22	similar to G protein-coupled receptor 22
XM_001073383	LOC365238	similar to CG15432-PA
XM_001073384	Pla2g4c	similar to phospholipase A2, group IVC (cytosolic, calcium-independent)
XM_001073386	RGD1561140	similar to Zinc finger and BTB domain-containing protein 3
XM_001073387	RGD1562726	similar to Putative protein C21orf62 homolog
XM_001073388	Mfi2	similar to antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
XM_001073389	LOC690130	similar to ras homolog gene family, member f
XM_001073390	Ripx	similar to rap2 interacting protein x
XM_001073391	RGD1311455	similar to Protein C14orf32 homolog
XM_001073392	Olfm4	similar to olfactomedin 4
XM_001073396	RGD1564606	similar to 60S ribosomal protein L23a
XM_001073397	LOC690132	similar to olfactory receptor Olr1374
XM_001073400	Bai1	similar to brain-specific angiogenesis inhibitor 1
XM_001073402	LOC690134	similar to ribosomal protein L27a
XM_001073403	LOC690135	hypothetical protein
XM_001073412	Sema3f	similar to Semaphorin-3F precursor (Semaphorin IV) (Sema IV)
XM_001073414	Mtap7	similar to microtubule-associated protein 7
XM_001073415	LOC686302	similar to phospholipase A2, group IVC (cytosolic, calcium-independent)
XM_001073416	Ubqln3	similar to ubiquilin 3
XM_001073417	RGD1562784	similar to heterogeneous nuclear ribonucleoprotein U isoform a
XM_001073418	LOC686303	hypothetical protein
XM_001073419	LOC690137	similar to transmembrane protein induced by tumor necrosis factor alpha
XM_001073420	LOC304903	similar to Pappalysin-2 precursor (Pregnancy-associated plasma protein-A2) (PAPP-A2) (Pregnancy-associated plasma protein-E1) (PAPP-E)
XM_001073421	LOC690138	similar to UPF0197 protein C11orf10 homolog
XM_001073425	Mrps31	similar to mitochondrial ribosomal protein S31
XM_001073426	LOC690139	similar to RNA binding motif protein 24
XM_001073428	Zfp330	similar to nucleolar autoantigen 36
XM_001073429	RGD1305653	similar to platelet endothelial aggregation receptor 1
XM_001073432	LOC690140	similar to olfactory receptor Olr1374
XM_001073438	RGD1311091	similar to hole protein
XM_001073439	LOC690142	hypothetical protein
XM_001073441	LOC690143	hypothetical protein
XM_001073443	RGD1565004	similar to WD repeat domain 51A
XM_001073445	LOC690145	similar to RIKEN cDNA 5031410I06
XM_001073448	LOC689926	hypothetical protein
XM_001073449	Sugt1	similar to SGT1, suppressor of G2 allele of SKP1
XM_001073450	Xpc	similar to DNA-repair protein complementing XP-C cells homolog (Xeroderma pigmentosum group C complementing protein homolog) (p125)
XM_001073451	Prkar2b	similar to cAMP-dependent protein kinase type II-beta regulatory subunit isoform 1
XM_001073453	Smarca4	similar to SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a4
XM_001073454	LOC690146	similar to zinc finger protein 11B
XM_001073456	LOC686306	similar to epididymal sperm binding protein 1
XM_001073457	Gng3	similar to Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-3 subunit precursor
XM_001073458	Tcf7	similar to Transcription factor 7 (T-cell-specific transcription factor 1) (TCF-1) (T-cell factor 1)
XM_001073459	Olig2	similar to Oligodendrocyte transcription factor 2 (Oligo2)
XM_001073464	Tpte	similar to transmembrane phosphatase with tensin homology
XM_001073468	RGD1560090	similar to RAS-like, estrogen-regulated, growth-inhibitor
XM_001073474	Samd4b	similar to Sterile alpha motif domain-containing protein 4 isoform 1
XM_001073475	RGD1308333	similar to enolase 2
XM_001073476	Glt1d1	hypothetical protein
XM_001073477	Ranbp10	similar to Ran-binding protein 10
XM_001073478	Prkar2b	similar to cAMP-dependent protein kinase type II-beta regulatory subunit isoform 2
XM_001073479	Lrrc49	similar to leucine rich repeat containing 49
XM_001073480	LOC690152	similar to acidic ribosomal phosphoprotein P0
XM_001073482	LOC686311	hypothetical protein
XM_001073483	LOC686312	similar to Salivary gland secretion 1 CG3047-PA
XM_001073485	RGD1561381	similar to microsomal glutathione S-transferase 3
XM_001073486	Dlg7	similar to discs large homolog 7
XM_001073489	Ckap2	similar to cytoskeleton associated protein 2
XM_001073490	LOC686314	similar to dachshund b
XM_001073492	LOC690154	hypothetical protein
XM_001073499	Jrk	similar to Jerky protein
XM_001073503	Samd4b	similar to smaug CG5263-PA, isoform A isoform 2
XM_001073504	Rab6ip1	similar to Rab6 interacting protein 1
XM_001073505	RGD1565341	similar to translin-associated factor X (Tsnax) interacting protein 1 isoform 1
XM_001073506	Lsm3	similar to LSM3 homolog, U6 small nuclear RNA associated
XM_001073507	Prkar2b	similar to cAMP-dependent protein kinase type II-beta regulatory subunit isoform 3
XM_001073510	RGD1310717	similar to olfactomedin 4 precursor
XM_001073512	RGD1310352	similar to Keratinocytes-associated transmembrane protein 2 precursor
XM_001073516	LOC690161	similar to HFM1, ATP-dependent DNA helicase homolog
XM_001073517	Enam	similar to Enamelin precursor
XM_001073518	Fbxo34	similar to F-box only protein 34
XM_001073521	LOC686318	similar to NIMA (never in mitosis gene a)-related expressed kinase 5
XM_001073523	LOC690163	similar to 3-oxoacid CoA transferase 1
XM_001073524	LOC690164	similar to F57G4.9
XM_001073528	Zfp691	similar to zinc finger protein 691
XM_001073535	LOC686322	hypothetical protein
XM_001073536	LOC690167	hypothetical protein
XM_001073537	Samd4b	similar to smaug CG5263-PA, isoform A isoform 3
XM_001073538	RGD1565341	similar to translin-associated factor X (Tsnax) interacting protein 1 isoform 2
XM_001073540	RGD1306215	hypothetical protein
XM_001073542	Prkar2b	similar to cAMP-dependent protein kinase type II-beta regulatory subunit isoform 4
XM_001073543	Rbm5	similar to RNA binding motif protein 5
XM_001073545	LOC690170	hypothetical protein
XM_001073547	LOC686324	similar to Protein UNQ655/PRO1286 homolog precursor
XM_001073550	LOC686326	similar to Interferon-alpha/beta receptor beta chain precursor (IFN-alpha-REC) (Type I interferon receptor) (IFN-R) (Interferon alpha/beta receptor-2)
XM_001073551	Card11	similar to caspase recruitment domain family, member 11
XM_001073552	LOC690172	similar to H02F09.3
XM_001073554	RGD1304610	similar to DNA segment, Chr 14, ERATO Doi 436, expressed
XM_001073556	RGD1564725	similar to CG11306-PA
XM_001073557	LOC690175	hypothetical protein
XM_001073559	LOC690176	similar to CoLlagen sequence X-hybridizing family member (clx-1)
XM_001073566	Ermap	similar to erythroblast membrane-associated protein
XM_001073568	LOC686329	similar to developmental pluripotency-associated 3
XM_001073569	RGD1560166	similar to Probable G-protein coupled receptor 62 (hGPCR8)
